Clade,Family,Genus,Binomial,Bio01_mean,Bio04_mean,Bio05_mean,Bio06_mean,Bio12_mean,Bio15_mean,Bio16_mean,Bio17_mean
Serpentes,Boidae,Chilabothrus,Chilabothrus angulifer,25.03583411,179.8485346,29.63588373,19.76197931,1394.513404,58.02199438,618.6956618,114.7429212
Serpentes,Boidae,Boa,Boa constrictor,24.01791654,121.6473814,29.72130672,18.4122926,1825.488513,60.44616868,816.1697753,144.8068257
Serpentes,Boidae,Candoia,Candoia aspera,24.82297976,33.93784554,27.57854305,22.04131621,3187.120431,25.18977472,1093.738181,541.7283555
Serpentes,Boidae,Candoia,Candoia carinata,24.93283733,34.2085001,27.74871434,22.17373854,3240.948782,25.87362626,1121.700317,546.5536699
Serpentes,Boidae,Candoia,Candoia superciliosa,26.49115552,30.60900277,27.72590028,25.178611,3335.783934,28.56113969,1246.540166,619.9212505
Serpentes,Boidae,Candoia,Candoia bibroni,25.93247987,46.80935371,27.2396242,24.58269668,3701.333058,16.42783399,1135.754078,737.9851332
Serpentes,Boidae,Ungaliophis,Ungaliophis continentalis,21.39871231,97.16598578,27.61718931,15.56834709,1340.347414,84.74381894,723.2076967,30.98725386
Serpentes,Boidae,Exiliboa,Exiliboa placata,16.91478817,177.8655209,24.73061551,8.698134825,1721.875033,79.72954969,889.5830596,292.1966461
Serpentes,Boidae,Lichanura,Lichanura trivirgata,20.79903712,619.0510114,35.80248871,6.878100596,219.6925128,77.56209344,228.647317,0
Serpentes,Boidae,Charina,Charina umbratica,15.93229572,659.9490272,33.60849165,1.213870451,323.9949645,72.61512932,174.1080339,10.15312428
Serpentes,Boidae,Charina,Charina bottae,7.528868139,763.5960212,26.56629721,-6.602603003,601.4449394,41.52321438,264.7147142,57.49232481
Serpentes,Boidae,Calabaria,Calabaria reinhardtii,23.94707942,74.65452261,28.81385485,19.79015459,1750.853983,50.29537483,741.085475,116.7837277
Serpentes,Boidae,Sanzinia,Sanzinia madagascariensis,22.85610213,204.205768,28.60272598,15.70297262,1585.615587,88.08272164,903.4047003,107.2310079
Serpentes,Boidae,Acrantophis,Acrantophis dumerili,22.42938441,231.1633089,29.18283973,13.80954419,904.1225551,104.0741644,638.1656069,30.5476066
Serpentes,Boidae,Acrantophis,Acrantophis madagascariensis,24.28650671,145.1847449,29.44555124,18.09918511,1814.878529,97.26061617,1162.465553,87.60318807
Serpentes,Loxocemidae,Loxocemus,Loxocemus bicolor,25.25238559,87.85476252,30.64342573,20.08780136,1578.240133,93.1875415,1067.471914,269.280552
Serpentes,Pythonidae,Antaresia,Antaresia maculosa,22.28183723,351.3275155,30.9727447,11.9438838,918.8543294,70.97589324,531.2767814,61.66893949
Serpentes,Pythonidae,Morelia,Morelia viridis,24.4652582,45.78630973,27.68716973,21.38397716,3137.487182,29.70295739,205.6657251,24.97167011
Serpentes,Pythonidae,Antaresia,Antaresia perthensis,24.77659249,571.5486054,37.56479957,10.04031952,269.120765,72.8431158,156.3444247,10.56654941
Serpentes,Pythonidae,Morelia,Morelia carinata,27.2099227,174.690311,32.71502786,19.54680928,1177.571634,115.3226676,296.2470185,3.518243004
Serpentes,Pythonidae,Morelia,Morelia bredli,23.24427327,597.5708404,35.82144401,7.354876089,319.5258926,61.99532149,201.5114719,24.70314155
Serpentes,Pythonidae,Morelia,Morelia spilota,22.45845972,484.8544276,33.91570061,9.600425589,534.2764408,59.9026247,162.525124,13.99807412
Serpentes,Pythonidae,Antaresia,Antaresia stimsoni,23.67589659,558.9083292,36.15259042,9.057704817,323.1363472,65.67576546,190.3069607,21.07546491
Serpentes,Pythonidae,Antaresia,Antaresia childreni,26.70937982,303.0594032,35.50076827,15.51589167,843.1928274,110.8811814,615.3914809,5.886430179
Serpentes,Pythonidae,Simalia,Simalia clastolepis,25.73651138,66.87681473,27.39371614,23.80747562,2983.230769,52.96424702,1470.131094,344.2242687
Serpentes,Pythonidae,Simalia,Simalia kinghorni,24.65308738,187.6733377,30.55039837,18.25222033,1498.042979,103.6609303,1021.547812,38.78734732
Serpentes,Pythonidae,Simalia,Simalia nauta,27.12,75.26,28.67333333,25.31333333,2621.4,56.53333333,1168.6,164.4666667
Serpentes,Pythonidae,Simalia,Simalia tracyae,25.43376666,22.71551976,26.98012811,23.94224954,2324.099618,19.33295653,750.5830154,428.0675898
Serpentes,Pythonidae,Simalia,Simalia amethistina,24.09098151,68.00133669,27.62518619,20.56252009,2823.172812,42.21027865,1060.610578,428.8738599
Serpentes,Pythonidae,Simalia,Simalia boeleni,19.74408617,37.5812397,22.97669931,16.59134332,3211.704331,23.8279088,1064.219829,560.4479004
Serpentes,Pythonidae,Simalia,Simalia oenpelliensis,26.41460824,196.2521371,34.88508133,17.67174047,1296.944225,108.0984401,880.4295243,3.317563754
Serpentes,Pythonidae,Bothrochilus,Bothrochilus albertisii,25.50003169,20.61214894,27.8426754,23.04879452,2680.258562,26.66790848,912.4618287,433.6299148
Serpentes,Pythonidae,Bothrochilus,Bothrochilus boa,24.22081225,33.62071749,26.11975288,22.35337806,4275.575435,34.28434438,1726.146019,656.0700059
Serpentes,Pythonidae,Aspidites,Aspidites melanocephalus,25.40976008,392.4281876,35.24787379,13.00045176,677.8746188,96.36689677,473.3116746,17.38650878
Serpentes,Pythonidae,Aspidites,Aspidites ramsayi,23.10535198,595.6849184,36.06907314,7.967858323,282.544209,55.224953,143.2160664,25.76573641
Serpentes,Pythonidae,Liasis,Liasis fuscus,26.05951376,265.5837993,34.1379198,16.16422833,1012.16573,106.3963349,104.7010854,26.52045938
Serpentes,Pythonidae,Liasis,Liasis olivaceus,26.28420099,359.5216907,35.86577716,14.29827299,729.5096341,104.5639645,211.2535824,21.59825998
Serpentes,Pythonidae,Liasis,Liasis papuanus,25.53893716,47.81795436,28.78146471,22.50335387,3245.656317,28.44079407,598.4050417,18.49917994
Serpentes,Pythonidae,Malayopython,Malayopython reticulatus,25.47025747,86.21714319,29.78500534,20.84065108,2460.775148,52.73727878,698.3647577,12.11638763
Serpentes,Pythonidae,Malayopython,Malayopython timoriensis,24.075,59.87916667,26.025,22.25416667,1738,91.41666667,1079.115826,218.0751147
Serpentes,Pythonidae,Python,Python bivittatus,22.50196087,336.0872921,30.14110255,12.01572534,1875.308825,80.92701416,335.3803726,0.391858573
Serpentes,Pythonidae,Python,Python molurus,25.0914559,439.0700627,37.46516248,11.61246756,1038.321704,118.0214679,1038.948731,481.4213293
Serpentes,Pythonidae,Python,Python anchietae,21.28531623,309.9272961,31.96303087,8.262045873,457.9154291,112.5103899,195.9822396,37.52231809
Serpentes,Pythonidae,Python,Python sebae,24.92953893,149.2200699,32.85317432,17.95372388,1231.60909,83.24775066,746.834974,46.78523166
Serpentes,Pythonidae,Python,Python curtus,22.97784365,31.93492696,25.99894256,20.28943824,3042.4313,26.58974474,935.9966159,431.8649182
Serpentes,Pythonidae,Python,Python brongersmai,25.86325437,44.59981669,29.42460519,22.82016356,2586.990271,27.66567964,1083.328343,59.24599247
Serpentes,Pythonidae,Python,Python regius,25.62829473,155.6849495,33.83395698,18.76131638,1384.109122,81.12382022,829.129933,19.5361966
Serpentes,Xenopeltidae,Xenopeltis,Xenopeltis unicolor,23.87352222,192.4264742,29.64120103,16.69196223,2189.636448,62.06224225,1034.962743,199.3558644
Serpentes,Cylindrophiidae,Cylindrophis,Cylindrophis ruffus,24.94897571,135.5753098,30.02013312,19.04191497,2379.943884,54.5546507,1050.832212,250.3302513
Serpentes,Anomochilidae,Anomochilus,Anomochilus leonardi,25.22206029,57.66520264,29.35921342,20.77242963,2387.768417,29.14893192,871.6268716,373.9299261
Serpentes,Cylindrophiidae,Cylindrophis,Cylindrophis maculatus,25.75942456,82.13262115,30.14965024,21.40461178,1992.825721,52.66964201,906.4526003,212.9401766
Serpentes,Uropeltidae,Uropeltis,Uropeltis phipsonii,25.25748319,233.9849216,36.10206982,15.06280811,1452.345707,122.992275,1300.398868,2.560237056
Serpentes,Uropeltidae,Uropeltis,Uropeltis macrolepis,25.10408417,250.1391051,36.17527601,14.41867921,1332.749369,123.2838446,1173.181537,2.973743176
Serpentes,Uropeltidae,Uropeltis,Uropeltis liura,25.78863976,153.6190648,33.36985366,18.90960343,1395.295484,74.35250697,827.2662348,44.72760154
Serpentes,Uropeltidae,Uropeltis,Uropeltis ellioti,25.99229327,251.1288177,35.84429008,16.57615325,1402.58399,101.5109149,1038.448913,16.04135628
Serpentes,Uropeltidae,Teretrurus,Teretrurus rhodogaster,26.08652613,159.2605466,33.98579431,19.03633184,1285.812091,76.58105045,787.6174147,38.18055825
Serpentes,Uropeltidae,Rhinophis,Rhinophis philippinus,23.70989554,67.29188984,28.13604938,19.26978158,2535.682621,40.39620133,1018.047673,286.2303894
Serpentes,Uropeltidae,Rhinophis,Rhinophis saffragamus,24.46873845,78.04455737,28.42857383,20.23513355,1724.142029,42.62825466,760.9491853,236.5220897
Serpentes,Uropeltidae,Rhinophis,Rhinophis blythii,23.11913892,68.5561269,27.45640579,18.7106676,2532.283946,40.23827785,1017.7232,295.7679972
Serpentes,Uropeltidae,Rhinophis,Rhinophis erangaviraji,27.4,51.35833333,30.25833333,24.55833333,2781.416667,41.33333333,1039.333333,287.6666667
Serpentes,Uropeltidae,Rhinophis,Rhinophis drummondhayi,22.25991903,86.78955466,26.41748988,17.6211336,1744.041296,45.54089069,775.1263158,223.2574899
Serpentes,Uropeltidae,Rhinophis,Rhinophis homolepis,23.80098538,66.23241912,28.17492199,19.41867302,2556.210872,40.15848251,1019.789128,287.4618164
Serpentes,Uropeltidae,Rhinophis,Rhinophis dorsimaculatus,27.57692308,88.63076923,31.34615385,23.88461538,1241.769231,74.84615385,717.4615385,68.53846154
Serpentes,Uropeltidae,Rhinophis,Rhinophis phillipsi,21.31818182,91.9,26.24545455,16.25454545,2334.181818,49.36363636,1155,336.1818182
Serpentes,Uropeltidae,Rhinophis,Rhinophis melanogaster,22.06427942,83.90815337,26.68047598,17.20495813,1950.452182,43.60555311,864.3715293,263.9510798
Serpentes,Uropeltidae,Rhinophis,Rhinophis travancoricus,27.55833333,90.05,31.64166667,23.75,1776.083333,62.33333333,829.3333333,71.91666667
Serpentes,Uropeltidae,Rhinophis,Rhinophis oxyrhynchus,27.38583205,117.6602088,31.68034293,23.12648494,1412.116993,75.74715322,848.4419433,109.3664981
Serpentes,Uropeltidae,Melanophidium,Melanophidium punctatum,25.24410924,141.7360432,32.85615539,18.72144596,1719.744152,79.31068064,288.408216,46.11945283
Serpentes,Aniliidae,Anilius,Anilius scytale,24.93760383,71.6306283,29.90026416,20.60461751,2238.55332,53.98091993,961.550025,194.4622459
Serpentes,Tropidophiidae,Tropidophis,Tropidophis taczanowskyi,16.42526719,56.42377842,21.68538367,10.40032546,1611.011034,41.45912926,609.7093981,203.122688
Serpentes,Tropidophiidae,Tropidophis,Tropidophis feicki,24.76492241,194.848907,29.22606184,19.41492808,1434.663609,52.2069317,598.816174,133.0807566
Serpentes,Tropidophiidae,Tropidophis,Tropidophis melanurus,25.04296471,168.9097265,29.85282977,19.58893042,1330.613419,57.88039775,592.6655429,108.1676399
Serpentes,Tropidophiidae,Tropidophis,Tropidophis canus,26.8037037,143.8407407,29.31481481,24.30740741,669.962963,52.55555556,321.7407407,78.03703704
Serpentes,Tropidophiidae,Tropidophis,Tropidophis wrighti,25.15071412,149.3259198,30.13797989,19.69063643,1281.029022,59.7683958,560.9896024,87.00337066
Serpentes,Tropidophiidae,Tropidophis,Tropidophis pardalis,25.08167994,195.2152635,29.94323709,19.35466516,1404.339849,58.80614791,629.5609476,117.2303404
Serpentes,Tropidophiidae,Tropidophis,Tropidophis haetianus,24.0753963,127.9913205,28.75804303,19.0404207,1370.064316,41.65336548,525.7998183,167.8652876
Serpentes,Tropidophiidae,Tropidophis,Tropidophis greenwayi,26.4838565,149.603139,29.08542601,23.91704036,683.8878924,37.85650224,274.793722,93.28026906
Serpentes,Tropidophiidae,Trachyboa,Trachyboa gularis,22.825,126.2083333,26.35,18.9,456.5833333,108.6666667,342.5,4.666666667
Serpentes,Tropidophiidae,Trachyboa,Trachyboa boulengeri,24.33886389,29.97334533,26.94129413,21.6590439,2874.352935,43.99675968,1082.192699,350.3227323
Serpentes,Anomalepididae,Typhlophis,Typhlophis squamosus,25.24564579,67.1701292,30.07529696,21.74737657,2294.184574,52.83701724,1040.000119,216.8826752
Serpentes,Anomalepididae,Liotyphlops,Liotyphlops albirostris,24.0349303,35.04171785,28.08476184,20.22028533,1986.792192,50.93848176,104.7935349,36.12861287
Serpentes,Typhlopidae,Madatyphlops,Madatyphlops rajeryi,18.73324573,246.6997372,25.07516426,11.11760841,1813.835742,68.47437582,1083.708305,296.4716752
Serpentes,Typhlopidae,Madatyphlops,Madatyphlops andasibensis,18.52334495,238.4526132,24.56933798,11.71986063,1939.627178,68.68989547,935.3955432,46.94986072
Serpentes,Typhlopidae,Madatyphlops,Madatyphlops arenarius,24.00048766,217.1624889,30.95062588,15.03489543,924.6322954,111.9097429,511.1009402,38.90420081
Serpentes,Typhlopidae,Madatyphlops,Madatyphlops comorensis,23.50877294,110.6462729,25.36680046,21.22729358,2313.701835,58.69208716,1067.830054,179.6733474
Serpentes,Typhlopidae,Madatyphlops,Madatyphlops microcephalus,19.6,106.2,23.69545455,14.77727273,1983.363636,109.1363636,1173.857505,184.7146415
Serpentes,Typhlopidae,Anilios,Anilios bituberculatus,20.04274144,549.1800978,32.74752556,6.703380288,349.1685633,34.31057663,137.8885426,51.53662907
Serpentes,Typhlopidae,Anilios,Anilios nigrescens,15.34720132,465.2290884,26.76984452,4.750217685,747.228098,23.30517127,259.1033116,126.5415529
Serpentes,Typhlopidae,Anilios,Anilios wiedii,21.78289218,398.8026858,31.71123218,10.70986141,805.3733989,63.1577826,458.3610994,59.21983295
Serpentes,Typhlopidae,Anilios,Anilios diversus,25.28641864,397.9324026,35.1481398,12.84849596,674.0725671,94.04815412,462.7996391,19.62476077
Serpentes,Typhlopidae,Anilios,Anilios ammodytes,25.41109762,539.8059992,37.67237947,11.05042956,299.2325122,82.51093521,190.2135999,7.615674366
Serpentes,Typhlopidae,Anilios,Anilios affinis,22.24196263,347.7769932,31.1701432,11.81803021,911.4710719,73.72447601,550.0864228,60.33818865
Serpentes,Typhlopidae,Anilios,Anilios howi,27.35009051,170.7739333,32.47579519,20.03563486,1126.17533,116.4168606,870.2071373,5.43056633
Serpentes,Typhlopidae,Anilios,Anilios guentheri,27.07409101,301.2842883,36.04174597,15.79571474,858.847189,110.2589298,618.1641199,5.065293223
Serpentes,Typhlopidae,Anilios,Anilios unguirostris,21.19526958,434.1569397,31.91829277,9.600576691,676.0974149,58.87149895,370.0331886,56.66776979
Serpentes,Typhlopidae,Anilios,Anilios troglodytes,28.05245925,313.2291283,37.82681786,15.79736357,710.4249468,122.9124026,597.1247342,7.041530829
Serpentes,Typhlopidae,Anilios,Anilios kimberleyensis,27.07592772,194.5340587,33.66665533,18.51231786,1103.819458,112.186905,816.6269672,5.488925588
Serpentes,Typhlopidae,Anilios,Anilios ganei,25.69019116,556.8514508,38.51188328,11.03200573,288.7038786,84.80851272,188.5751132,5.575275996
Serpentes,Typhlopidae,Anilios,Anilios ligatus,21.17880943,515.9164564,33.03446058,8.177349021,516.9042141,42.62266134,250.0265441,55.16321386
Serpentes,Typhlopidae,Anilios,Anilios splendidus,24.61995713,349.7829721,32.80864492,15.51893308,275.2374375,77.99690402,142.9666587,5.120028578
Serpentes,Typhlopidae,Anilios,Anilios pinguis,16.33972306,420.4771306,28.27573078,6.918214417,526.644954,51.95479588,252.954601,48.73727473
Serpentes,Typhlopidae,Anilios,Anilios bicolor,17.71759145,488.4227572,30.33727959,6.477444885,298.8318789,24.08810295,101.5535349,50.23991046
Serpentes,Typhlopidae,Anilios,Anilios endoterus,22.45416422,615.2993443,35.80192668,7.16545338,236.0724311,44.00767294,106.9264285,26.8151545
Serpentes,Typhlopidae,Anilios,Anilios hamatus,23.44282566,570.1810987,36.4534928,9.203326501,264.6025641,64.38174952,141.5374042,15.80296175
Serpentes,Typhlopidae,Anilios,Anilios pilbarensis,27.11910887,425.5091902,36.91356983,14.60539612,325.8256229,98.47774474,233.7752576,5.211465321
Serpentes,Typhlopidae,Anilios,Anilios centralis,22.49594942,631.4867249,35.86180511,6.428726409,283.0106561,50.36994479,126.6265888,26.21459751
Serpentes,Typhlopidae,Anilios,Anilios waitii,21.78346566,563.4854806,34.87968725,7.943874817,291.7222345,54.26167157,142.5264907,24.15657484
Serpentes,Typhlopidae,Anilios,Anilios australis,17.52314267,427.3471145,29.21630331,7.626550606,459.4543427,51.25637049,220.9521831,44.73486338
Serpentes,Typhlopidae,Anilios,Anilios longissimus,25.78720627,281.3357702,31.04308094,19.5156658,259.6031332,82.7232376,142.7284595,0
Serpentes,Typhlopidae,Anilios,Anilios grypus,25.9538046,463.9544949,36.85480219,12.07374542,456.9970089,95.64722285,328.5361486,10.77393754
Serpentes,Typhlopidae,Anilios,Anilios leptosoma,21.43911358,484.5237292,34.18278907,9.672328677,303.9372486,71.93022746,171.2854714,17.37985446
Serpentes,Typhlopidae,Anilios,Anilios proximus,19.37797568,495.353725,30.84730615,7.281821668,607.4374285,36.13206602,266.1532492,80.35184781
Serpentes,Typhlopidae,Anilios,Anilios silvia,21.29160517,333.5927468,28.47938192,12.19815498,1357.170203,43.04762454,579.7920895,142.3575876
Serpentes,Typhlopidae,Acutotyphlops,Acutotyphlops kunuaensis,25.91086711,38.11081867,27.36000323,24.35498143,3158.258679,17.85741967,1001.445503,621.7497174
Serpentes,Typhlopidae,Acutotyphlops,Acutotyphlops subocularis,24.66014044,34.09980509,26.67138288,22.7357789,4301.417337,36.9208856,1777.182493,635.2101554
Serpentes,Typhlopidae,Ramphotyphlops,Ramphotyphlops lineatus,25.27279871,35.41699674,28.67031125,22.13241383,2881.173257,28.89147054,1328.212121,698.1493506
Serpentes,Typhlopidae,Ramphotyphlops,Ramphotyphlops acuticaudus,27.33679654,19.74069264,28.43809524,26.3025974,3930.720779,21.53246753,94.60900706,48.48322214
Serpentes,Typhlopidae,Indotyphlops,Indotyphlops albiceps,26.26234708,96.79141693,31.06359582,20.95258511,2225.17199,64.84098994,497.8307235,5.396462274
Serpentes,Typhlopidae,Indotyphlops,Indotyphlops pammeces,28.72772625,203.5537936,35.23977584,22.26078309,978.0904983,81.38515281,848.9571248,151.1133567
Serpentes,Typhlopidae,Indotyphlops,Indotyphlops braminus,24.97404514,456.1986257,37.23125639,11.19779029,1137.346327,115.0278614,688.0835913,219.5254052
Serpentes,Typhlopidae,Malayotyphlops,Malayotyphlops luzonensis,25.39897179,114.0496309,29.34208852,21.35521743,2456.369587,68.05536593,1504.090909,63.77272727
Serpentes,Typhlopidae,Malayotyphlops,Malayotyphlops ruber,25.3452952,83.52358613,28.93416646,21.90054468,2423.722151,52.13894686,939.239159,141.0249671
Serpentes,Typhlopidae,Argyrophis,Argyrophis muelleri,25.59463135,54.18166735,29.44182088,21.78030435,2647.589796,40.44892358,1023.433276,353.7268533
Serpentes,Typhlopidae,Argyrophis,Argyrophis diardii,22.03382216,294.8581198,29.37759026,12.19968947,1929.0934,78.69388256,1083.842703,89.30322324
Serpentes,Typhlopidae,Xerotyphlops,Xerotyphlops vermicularis,14.44964153,818.6096892,32.19716707,-1.906290588,463.8675878,70.56178571,229.1056062,29.36334483
Serpentes,Typhlopidae,Xerotyphlops,Xerotyphlops socotranus,24.83213046,119.5189914,27.98080037,22.7777932,305.5357391,143.413139,300.3476752,0
Serpentes,Typhlopidae,Afrotyphlops,Afrotyphlops fornasinii,22.64763872,271.8643647,29.5411842,13.57604794,771.8541005,62.26887016,376.956304,60.49670753
Serpentes,Typhlopidae,Afrotyphlops,Afrotyphlops bibronii,16.87748298,385.4190843,26.54560638,3.730312284,715.2386277,68.16164587,351.0225654,32.45924328
Serpentes,Typhlopidae,Afrotyphlops,Afrotyphlops punctatus,26.26253774,193.1456614,35.62236535,17.92252999,1133.139361,94.01363176,673.2333572,24.22962809
Serpentes,Typhlopidae,Afrotyphlops,Afrotyphlops congestus,23.38822827,65.50813049,27.91365278,19.38853233,1769.708406,47.28562432,726.9489193,131.2267639
Serpentes,Typhlopidae,Afrotyphlops,Afrotyphlops lineolatus,23.87750333,131.5031447,31.77283531,17.20729245,1327.427786,74.79787513,671.8385449,38.65797796
Serpentes,Typhlopidae,Afrotyphlops,Afrotyphlops schlegelii,21.74920226,314.7675381,31.3815239,9.366171468,563.7804013,98.02418916,360.8407375,11.30888861
Serpentes,Typhlopidae,Afrotyphlops,Afrotyphlops mucruso,22.03699918,202.6187213,30.59722525,13.29722739,1062.377748,92.9948157,616.7910788,11.38423289
Serpentes,Typhlopidae,Afrotyphlops,Afrotyphlops elegans,25.72444444,97.84055556,27.82111111,23.89555556,1954.027778,57.11111111,925.7,120.0166667
Serpentes,Typhlopidae,Afrotyphlops,Afrotyphlops angolensis,22.66358222,82.55317531,28.82672848,17.45602792,1543.810269,57.78231504,663.670857,84.93800946
Serpentes,Typhlopidae,Afrotyphlops,Afrotyphlops obtusus,22.1782997,250.8535171,30.73904038,12.66612427,1014.700507,100.1388001,666.2322872,31.65487852
Serpentes,Typhlopidae,Rhinotyphlops,Rhinotyphlops unitaeniatus,24.9238321,120.0109109,31.26840198,18.96476374,667.5968015,80.58988061,386.9900966,37.33527067
Serpentes,Typhlopidae,Rhinotyphlops,Rhinotyphlops lalandei,18.30333753,412.0332335,29.21219065,5.070300882,503.5874922,72.0089072,275.3231224,22.46878775
Serpentes,Typhlopidae,Letheobia,Letheobia newtoni,24.2150333,113.8543292,26.49828735,22.00837298,1064.219791,67.08753568,282.74444,11.37858749
Serpentes,Typhlopidae,Letheobia,Letheobia feae,24.13753754,113.5902903,26.41771772,21.93603604,1061.702703,67.08108108,112.5772328,11.01996199
Serpentes,Typhlopidae,Letheobia,Letheobia simoni,19.18236863,599.4379503,33.20558447,5.4393432,325.093482,106.885773,137.4892239,58.75790084
Serpentes,Typhlopidae,Letheobia,Letheobia episcopus,18.2972973,905.1806306,38.66621622,1.392342342,377.7387387,76.68018018,127.9062868,8.723291543
Serpentes,Typhlopidae,Cubatyphlops,Cubatyphlops arator,25.01818182,216.3818182,29.46363636,19.73636364,1391.545455,54.18181818,577.2727273,128.4545455
Serpentes,Typhlopidae,Cubatyphlops,Cubatyphlops perimychus,25.87083333,127.9666667,28.99583333,22.59166667,846.0833333,56.41666667,439.75,84.33333333
Serpentes,Typhlopidae,Cubatyphlops,Cubatyphlops anousius,25.75714286,129.3785714,28.82142857,22.57142857,990.4285714,55.21428571,513.7142857,105.3571429
Serpentes,Typhlopidae,Cubatyphlops,Cubatyphlops notorachius,23.70740741,126.0851852,26.36296296,20.98148148,926.0740741,48.74074074,456.7777778,129.6296296
Serpentes,Typhlopidae,Cubatyphlops,Cubatyphlops contorhinus,25.11818182,129.7272727,27.63636364,22.61818182,1004.363636,48,470.0909091,142.6363636
Serpentes,Typhlopidae,Cubatyphlops,Cubatyphlops anchaurus,26.35,132.3833333,28.9,23.84166667,931.1666667,48.25,435.5833333,129.5833333
Serpentes,Typhlopidae,Cubatyphlops,Cubatyphlops biminiensis,25.14710551,176.854594,29.99989357,19.68225341,1319.961661,58.24739797,590.6989441,108.3796782
Serpentes,Typhlopidae,Cubatyphlops,Cubatyphlops caymanensis,27.00391304,121.6713043,29.42782609,24.68347826,1452.573913,56.02608696,664.7869565,92.45652174
Serpentes,Typhlopidae,Antillotyphlops,Antillotyphlops hypomethes,26.68971591,112.6073295,28.778125,24.53647727,1718.425568,32.24602273,597.3511364,223.7590909
Serpentes,Typhlopidae,Antillotyphlops,Antillotyphlops platycephalus,25.40500922,109.6267809,27.45422314,23.2985688,1641.896346,35.4973436,602.8776971,206.8864795
Serpentes,Typhlopidae,Antillotyphlops,Antillotyphlops richardi,25.56885274,110.3531407,27.62748745,23.45358193,1593.418325,36.10434331,591.6967468,198.5051047
Serpentes,Typhlopidae,Antillotyphlops,Antillotyphlops naugus,26.68055556,115.1611111,28.78055556,24.48888889,1208.222222,37.36111111,486.7222222,154.8333333
Serpentes,Typhlopidae,Antillotyphlops,Antillotyphlops catapontus,25.51079561,109.6012999,27.55916843,23.40383516,1621.410067,36.36139025,602.5559141,200.876187
Serpentes,Typhlopidae,Antillotyphlops,Antillotyphlops granti,26.64017699,109.1785841,28.67504425,24.5419469,1274.909735,49.32035398,570.3486726,121.4336283
Serpentes,Typhlopidae,Antillotyphlops,Antillotyphlops dominicanus,25.41305483,96.05801567,27.22574413,23.46971279,1956.048042,37.41618799,716.9723238,222.1086162
Serpentes,Typhlopidae,Antillotyphlops,Antillotyphlops guadeloupensis,25.776566,100.2637584,27.64278523,23.78310962,1621.190157,36.15771812,600.5749441,184.9127517
Serpentes,Typhlopidae,Antillotyphlops,Antillotyphlops geotomus,26.49186747,108.9319277,28.4746988,24.39533133,1217.612952,35.03162651,457.6400602,157.4894578
Serpentes,Typhlopidae,Antillotyphlops,Antillotyphlops monastus,26.2129065,108.1128049,28.18932927,24.12682927,1273.295732,34.83231707,475.9583333,161.8973577
Serpentes,Typhlopidae,Typhlops,Typhlops schwartzi,24.27051171,121.995036,28.66930259,19.46144584,1649.715066,34.66812918,584.329626,226.0268354
Serpentes,Typhlopidae,Typhlops,Typhlops lumbricalis,25.4405624,220.5794684,29.20057781,21.78332049,1101.464561,55.0720339,493.348228,109.050077
Serpentes,Typhlopidae,Typhlops,Typhlops titanops,23.34648494,111.6239598,27.37388809,18.93041607,879.6592539,52.92682927,376.7905308,75.3472023
Serpentes,Typhlopidae,Typhlops,Typhlops eperopeus,24.16030209,118.6365995,28.41707978,19.39643687,984.4899303,56.35592564,427.0344694,86.72734314
Serpentes,Typhlopidae,Typhlops,Typhlops pusillus,24.05943197,129.554737,28.85550631,18.90416377,1366.452263,41.39339658,521.2701198,166.5708146
Serpentes,Typhlopidae,Typhlops,Typhlops sulcatus,23.86512468,119.789382,28.35530177,18.93219371,1033.485435,53.74737983,447.4208168,90.51391399
Serpentes,Typhlopidae,Typhlops,Typhlops syntherus,24.03118332,107.3261397,27.49815713,20.1528613,878.7803104,54.29922405,395.2870999,84.5271581
Serpentes,Typhlopidae,Typhlops,Typhlops capitulatus,24.44862431,118.7225863,28.97416208,19.56715858,1245.784642,48.92171086,516.4452226,112.941971
Serpentes,Typhlopidae,Typhlops,Typhlops proancylops,23.67610801,119.3876724,28.27616672,18.64437922,1093.280892,51.25829175,458.3909598,94.05576754
Serpentes,Typhlopidae,Typhlops,Typhlops jamaicensis,25.17202737,100.8476709,27.8134925,22.41173497,1741.548721,42.79360759,733.486663,202.664904
Serpentes,Typhlopidae,Typhlops,Typhlops agoralionis,25.73571429,102.3428571,27.92857143,23.53571429,1366,36.42857143,528.5714286,205.8571429
Serpentes,Typhlopidae,Typhlops,Typhlops hectus,24.02672031,123.4179315,28.502303,19.19875139,1338.90573,51.63124306,573.7561043,130.0858074
Serpentes,Typhlopidae,Typhlops,Typhlops sylleptor,24.98928571,100.4821429,27.41071429,22.55,1542.357143,42.35714286,663.5,209.4285714
Serpentes,Typhlopidae,Typhlops,Typhlops rostellatus,25.14939445,109.3851804,27.19615835,23.04603464,1681.31189,33.97330382,608.2885792,217.0388071
Serpentes,Typhlopidae,Amerotyphlops,Amerotyphlops reticulatus,24.68285929,86.94494723,30.03403474,19.78823736,1948.477749,59.89520045,870.4709335,152.5497856
Serpentes,Typhlopidae,Amerotyphlops,Amerotyphlops brongersmianus,22.75424173,160.2227981,29.12018215,16.20396621,1632.650733,62.59015386,732.7210353,131.0842347
Serpentes,Typhlopidae,Amerotyphlops,Amerotyphlops tycherus,17.38333333,127.2833333,23.03333333,11.45,2823,66,1366.166667,179.8333333
